,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
33704,-0.782221,101.79819499999999,2017-05-18,74.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
33707,-0.164968,101.539291,2017-05-18,62.0,Kuatan Hilir,Kab. Kuantan Singingi,Riau
33708,-0.166323,101.5298,2017-05-18,38.0,Kuatan Hilir,Kab. Kuantan Singingi,Riau
33742,-0.434643,101.433456,2018-05-05,62.0,Singingi,Kab. Kuantan Singingi,Riau
34025,-0.15454326570000002,101.258216858,2019-05-10,42.0,Singingi,Kab. Kuantan Singingi,Riau
34026,-0.15469416976,101.258453369,2019-05-10,22.0,Singingi,Kab. Kuantan Singingi,Riau
34037,-0.15204777,101.25882721,2019-05-10,58.0,Singingi,Kab. Kuantan Singingi,Riau
34064,-0.559931874275,101.47988128700001,2019-05-15,72.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
34081,-0.609799623489,101.841567993,2019-05-24,71.0,Kuatan Hilir,Kab. Kuantan Singingi,Riau
34141,-0.729874908924,101.473365784,2019-05-26,72.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
34168,-0.73189908,101.47554016,2019-05-26,78.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
50197,-0.109364494681,101.321769714,2017-10-07,33.0,Singingi,Kab. Kuantan Singingi,Riau
50249,-0.8123293519020001,101.64214325,2017-10-18,79.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
50253,-0.652126014233,101.363342285,2017-10-18,84.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
50297,-0.206643119454,101.198364258,2017-10-20,79.0,Singingi,Kab. Kuantan Singingi,Riau
50298,-0.207276120782,101.20748901399999,2017-10-20,14.0,Singingi,Kab. Kuantan Singingi,Riau
50344,-0.348301202059,101.373054504,2017-10-24,67.0,Singingi,Kab. Kuantan Singingi,Riau
53472,-0.940373897552,101.692108154,2018-09-26,54.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
53473,-0.8129571080210001,101.67973327600001,2018-09-26,78.0,Kuatan Mudik,Kab. Kuantan Singingi,Riau
