,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
10086,1.1122,102.791969,2014-02-05,68.0,Rangsang Barat,Kepulauan Meranti,Riau
10087,1.024674,102.18499,2014-02-05,32.0,Rangsang Barat,Kepulauan Meranti,Riau
10088,1.059513,102.292694,2014-02-05,59.0,Rangsang Barat,Kepulauan Meranti,Riau
10089,1.065943,102.173485,2014-02-05,37.0,Rangsang Barat,Kepulauan Meranti,Riau
10090,1.0769229999999999,102.18219,2014-02-05,75.0,Rangsang Barat,Kepulauan Meranti,Riau
10239,0.95615,103.09162099999999,2014-02-12,53.0,Tebing Tinggi,Kepulauan Meranti,Riau
10240,0.464208,99.463226,2014-02-12,66.0,Tebing Tinggi,Kepulauan Meranti,Riau
10241,0.995833,103.049522,2014-02-12,46.0,Tebing Tinggi,Kepulauan Meranti,Riau
10257,1.099026,102.931496,2014-02-12,64.0,Tebing Tinggi,Kepulauan Meranti,Riau
10440,0.9421280000000001,103.089256,2014-02-14,77.0,Tebing Tinggi,Kepulauan Meranti,Riau
10441,0.9405549999999999,103.078384,2014-02-14,89.0,Tebing Tinggi,Kepulauan Meranti,Riau
10442,0.888758,102.720665,2014-02-14,83.0,Tebing Tinggi,Kepulauan Meranti,Riau
10443,0.8870979999999999,102.709213,2014-02-14,94.0,Tebing Tinggi,Kepulauan Meranti,Riau
10444,0.9519700000000001,103.08783000000001,2014-02-14,66.0,Tebing Tinggi,Kepulauan Meranti,Riau
10445,0.9504030000000001,103.07695,2014-02-14,81.0,Tebing Tinggi,Kepulauan Meranti,Riau
10446,0.897186,102.707718,2014-02-14,80.0,Tebing Tinggi,Kepulauan Meranti,Riau
10447,0.866901,102.497734,2014-02-14,81.0,Tebing Tinggi,Kepulauan Meranti,Riau
10448,0.865189,102.485863,2014-02-14,34.0,Tebing Tinggi,Kepulauan Meranti,Riau
10449,0.830252,102.243782,2014-02-14,75.0,Tebing Tinggi,Kepulauan Meranti,Riau
10450,0.894252,102.469498,2014-02-14,28.0,Tebing Tinggi,Kepulauan Meranti,Riau
10451,0.914082,102.544624,2014-02-14,65.0,Tebing Tinggi,Kepulauan Meranti,Riau
10452,0.912342,102.532875,2014-02-14,77.0,Tebing Tinggi,Kepulauan Meranti,Riau
10453,0.8889889999999999,102.303741,2014-02-14,93.0,Tebing Tinggi,Kepulauan Meranti,Riau
10454,0.887191,102.29155,2014-02-14,88.0,Tebing Tinggi,Kepulauan Meranti,Riau
10455,0.8975770000000001,102.290031,2014-02-14,31.0,Tebing Tinggi,Kepulauan Meranti,Riau
10460,1.0571629999999999,102.965225,2014-02-14,64.0,Tebing Tinggi,Kepulauan Meranti,Riau
10461,1.055598,102.95423100000001,2014-02-14,49.0,Tebing Tinggi,Kepulauan Meranti,Riau
10462,0.98051,102.426025,2014-02-14,81.0,Tebing Tinggi,Kepulauan Meranti,Riau
10463,1.056786,102.95976999999999,2014-02-14,62.0,Tebing Tinggi,Kepulauan Meranti,Riau
