,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
1011,0.910644,100.104,2018-08-19,59.0,Batang Lubu Sutam,Padang Lawas,Riau
3283,0.910644,100.104,2018-08-19,59.0,Batang Lubu Sutam,Padang Lawas,Riau
52974,1.007049,100.157158,2016-09-11,56.0,Batang Lubu Sutam,Padang Lawas,Riau
