,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
34737,1.761702,101.200317,2015-07-11,63.0,Dumai Barat,Kota Dumai,Riau
34749,2.094976,101.199272,2015-07-11,41.0,Dumai Barat,Kota Dumai,Riau
34884,1.599365,101.49559,2015-02-22,98.0,Bukit Kapur,Kota Dumai,Riau
34885,1.59809,101.486671,2015-02-22,76.0,Bukit Kapur,Kota Dumai,Riau
34929,1.6468900000000002,101.474823,2015-03-01,70.0,Bukit Kapur,Kota Dumai,Riau
34930,1.668177,101.307434,2015-03-01,56.0,Dumai Barat,Kota Dumai,Riau
34960,1.575173,101.538315,2015-03-03,99.0,Bukit Kapur,Kota Dumai,Riau
34962,1.582951,101.527702,2015-03-03,59.0,Bukit Kapur,Kota Dumai,Riau
35057,1.923498,101.293953,2015-03-14,65.0,Dumai Barat,Kota Dumai,Riau
35059,1.924984,101.286957,2015-03-14,60.0,Dumai Barat,Kota Dumai,Riau
35066,1.670239,101.307556,2015-03-14,100.0,Dumai Barat,Kota Dumai,Riau
35067,1.537779,101.585243,2015-03-14,100.0,Bukit Kapur,Kota Dumai,Riau
35068,1.536422,101.594421,2015-03-14,100.0,Bukit Kapur,Kota Dumai,Riau
35069,1.535066,101.6036,2015-03-14,48.0,Bukit Kapur,Kota Dumai,Riau
35073,1.525981,101.602303,2015-03-14,100.0,Bukit Kapur,Kota Dumai,Riau
35102,1.5451620000000001,101.58149,2015-03-19,100.0,Bukit Kapur,Kota Dumai,Riau
35135,2.01044,101.289909,2015-03-26,76.0,Dumai Barat,Kota Dumai,Riau
35136,2.009166,101.280998,2015-03-26,51.0,Dumai Barat,Kota Dumai,Riau
35137,2.073555,101.14705699999999,2015-03-26,72.0,Dumai Barat,Kota Dumai,Riau
35139,1.610314,101.56144,2015-03-28,86.0,Bukit Kapur,Kota Dumai,Riau
35152,1.611964,101.564301,2015-03-30,83.0,Bukit Kapur,Kota Dumai,Riau
35153,1.6092879999999998,101.546463,2015-03-30,83.0,Bukit Kapur,Kota Dumai,Riau
35173,1.60418,101.569901,2015-04-02,95.0,Bukit Kapur,Kota Dumai,Riau
35174,1.602786,101.56010400000001,2015-04-02,75.0,Bukit Kapur,Kota Dumai,Riau
35247,1.665372,101.308235,2015-04-17,74.0,Dumai Barat,Kota Dumai,Riau
35253,1.495662,101.39245600000001,2015-04-18,53.0,Bukit Kapur,Kota Dumai,Riau
35254,1.6581299999999999,101.30761,2015-04-18,65.0,Dumai Barat,Kota Dumai,Riau
35255,1.6674259999999999,101.306282,2015-04-18,47.0,Dumai Barat,Kota Dumai,Riau
35280,1.488167,101.385147,2015-04-20,49.0,Bukit Kapur,Kota Dumai,Riau
35282,1.656536,101.405617,2015-04-20,55.0,Dumai Timur,Kota Dumai,Riau
35286,1.9744959999999998,101.316277,2015-04-20,58.0,Dumai Barat,Kota Dumai,Riau
35287,1.9731470000000002,101.306976,2015-04-20,72.0,Dumai Barat,Kota Dumai,Riau
35295,1.824225,101.147575,2015-04-29,63.0,Dumai Barat,Kota Dumai,Riau
35296,1.610025,101.570801,2015-05-01,52.0,Bukit Kapur,Kota Dumai,Riau
35495,1.8659310000000002,101.196457,2015-06-25,43.0,Dumai Barat,Kota Dumai,Riau
35500,2.096462,101.202538,2015-06-25,79.0,Dumai Barat,Kota Dumai,Riau
35642,1.571877,101.31324000000001,2015-06-30,62.0,Dumai Timur,Kota Dumai,Riau
35643,1.8266069999999999,101.167793,2015-06-30,27.0,Dumai Barat,Kota Dumai,Riau
35644,1.976445,101.312561,2015-06-30,57.0,Dumai Barat,Kota Dumai,Riau
35645,2.009011,101.156586,2015-06-30,66.0,Dumai Barat,Kota Dumai,Riau
35787,1.536805,101.457329,2015-07-09,30.0,Bukit Kapur,Kota Dumai,Riau
35789,1.545941,101.456009,2015-07-09,76.0,Bukit Kapur,Kota Dumai,Riau
35802,1.672005,101.311424,2015-07-09,52.0,Dumai Barat,Kota Dumai,Riau
35816,1.7315880000000001,101.277199,2015-07-09,80.0,Dumai Barat,Kota Dumai,Riau
35817,1.7302330000000001,101.26783,2015-07-09,81.0,Dumai Barat,Kota Dumai,Riau
