,latitude,longitude,Tingkat Kepercayaan (%),label
455,2.05250740051,100.48289489700001,100.0,7
456,2.00831770897,100.78845977799999,69.0,12
457,2.00691390038,100.798149109,67.0,12
458,1.9873623848,100.93305969200001,13.0,5
459,2.04592347145,100.461494446,74.0,15
460,2.0301234722099997,100.571235657,88.0,15
461,1.9975866079299998,100.79683685299999,80.0,15
462,2.0378832817099997,100.450111389,85.0,15
463,2.02782940865,100.520217896,100.0,7
464,2.02639889717,100.530181885,100.0,7
465,2.02497076988,100.540138245,100.0,7
466,2.0134167671200003,100.521835327,100.0,7
467,2.0119497776,100.53177642799999,100.0,7
468,2.0054359436,100.510536194,71.0,12
469,1.9953056573900003,100.44779968299999,100.0,7
470,1.7096092700999999,101.269042969,60.0,12
471,1.71779441833,100.826858521,86.0,15
472,1.1429494619399998,101.046516418,78.0,10
473,1.1092951297799998,101.026397705,82.0,10
474,-0.20539699999999997,102.345894,49.0,14
475,-0.208027,101.70182,82.0,2
476,0.103774,102.67830699999999,40.0,14
477,0.29789,102.491013,44.0,14
478,0.375869,102.92614,21.0,18
479,0.573144,101.306793,58.0,10
480,0.8329610000000001,101.83515899999999,63.0,10
481,1.106227,101.026291,17.0,18
482,1.11943,100.296501,47.0,10
483,1.249775,100.984825,87.0,10
484,1.259843,100.743126,83.0,10
485,1.257867,100.729591,77.0,10
486,1.249971,100.7388,79.0,10
487,1.337253,100.726509,68.0,10
488,1.388091,100.824608,78.0,10
489,1.3842139999999998,100.797012,53.0,10
490,1.412423,100.68174,83.0,10
491,1.7325130000000002,101.242805,85.0,15
492,1.7085279999999998,100.832077,69.0,12
493,1.7065150000000002,100.818069,81.0,15
494,1.8333549999999998,100.816147,71.0,12
495,1.842472,100.80056,51.0,12
496,1.8515830000000002,100.78511,87.0,15
497,1.9766380000000001,100.93428,70.0,12
498,1.987846,100.932724,90.0,15
499,1.985803,100.91838100000001,29.0,5
500,1.999047,100.931129,61.0,12
501,2.002882,100.80001800000001,85.0,15
502,2.00084,100.78595,90.0,15
503,2.011513,100.77858,41.0,5
504,1.976859,100.449478,93.0,15
505,1.975006,100.43621800000001,95.0,15
506,1.9731580000000002,100.422997,83.0,15
507,1.9989150000000002,100.52806899999999,91.0,15
508,1.997023,100.51461,92.0,15
509,1.9895200000000002,100.46122700000001,100.0,7
510,1.98765,100.447929,100.0,7
511,1.985791,100.434708,100.0,7
512,1.983934,100.421501,100.0,7
513,2.011685,100.540024,96.0,4
514,2.009778,100.526543,100.0,7
515,2.007874,100.51308399999999,100.0,7
516,2.0059810000000002,100.49969499999999,100.0,7
517,2.000326,100.459709,100.0,7
518,1.9984439999999999,100.446396,100.0,7
519,1.996574,100.43318199999999,100.0,7
520,1.994703,100.419952,100.0,7
521,2.028347,100.579178,51.0,12
522,2.0264159999999998,100.565598,92.0,15
523,2.022559,100.53849,100.0,7
524,2.020639,100.525002,100.0,7
525,2.018729,100.511581,100.0,7
526,2.013025,100.47148100000001,97.0,4
527,2.011134,100.458191,100.0,7
528,2.009241,100.444901,97.0,4
529,2.0073529999999997,100.431625,95.0,15
530,2.005468,100.41838100000001,94.0,15
531,2.0392580000000002,100.577652,96.0,4
532,2.037315,100.564079,99.0,4
533,2.035365,100.550461,45.0,12
534,2.033435,100.53697199999999,100.0,7
535,2.031504,100.523483,100.0,7
536,2.0238419999999997,100.469963,85.0,15
537,2.021939,100.456665,100.0,7
538,2.020035,100.44336700000001,100.0,7
539,2.018134,100.430092,100.0,7
540,2.016241,100.416862,100.0,7
541,2.0423709999999997,100.52198800000001,96.0,4
542,2.036579,100.48176600000001,90.0,15
543,2.0346580000000003,100.468422,96.0,4
544,2.032742,100.455124,100.0,7
545,2.030824,100.44180300000001,100.0,7
546,2.028913,100.428528,100.0,7
547,2.027013,100.415337,100.0,7
548,2.047411,100.480263,98.0,4
549,2.045477,100.466911,100.0,7
550,2.043549,100.45360600000001,100.0,7
551,2.039698,100.427025,100.0,7
552,2.061527,100.471588,100.0,7
553,2.141513,100.883911,84.0,15
554,2.1395009999999997,100.869568,81.0,15
555,2.0701259999999997,100.375648,81.0,15
556,2.068279,100.362503,80.0,15
557,2.175313,101.04245,56.0,12
558,2.14666,100.839539,77.0,15
559,2.101041,100.43878199999999,87.0,15
560,2.09915,100.42549100000001,92.0,15
561,2.197987,101.039261,31.0,5
562,2.187505,100.965988,93.0,15
563,2.11185,100.437279,100.0,7
564,2.109946,100.423988,100.0,7
565,2.1061549999999998,100.397499,71.0,12
566,2.198775,100.964401,70.0,12
567,2.196679,100.949844,84.0,15
568,2.186285,100.877655,57.0,12
569,2.1334619999999997,100.434242,97.0,4
570,2.215332,100.92659,100.0,7
571,2.213333,100.912132,58.0,12
572,2.237818,100.923416,83.0,15
573,2.165882,100.41035500000001,83.0,15
574,2.164015,100.39705699999999,91.0,15
575,2.253164,100.950928,67.0,12
576,2.2490669999999997,100.921875,76.0,15
577,2.176673,100.408813,85.0,15
578,2.174799,100.395538,93.0,15
579,2.185581,100.394012,71.0,12
580,2.264753,100.37619000000001,84.0,15
581,2.262882,100.362946,89.0,15
582,2.2736549999999998,100.361427,91.0,15
583,2.284432,100.35994000000001,58.0,12
584,2.28254,100.346703,86.0,15
585,2.293304,100.34520699999999,76.0,15
586,2.304065,100.34369699999999,92.0,15
587,1.7600580000000001,101.265419,42.0,5
588,1.743538,101.262978,56.0,12
589,2.383762,100.32824699999999,24.0,5
590,2.27172,100.366074,53.0,12
591,2.062733,100.55276500000001,64.0,12
592,2.059564,100.46785,100.0,7
593,2.047793,100.550797,69.0,12
594,2.048445,100.437988,100.0,7
595,2.044526,100.465858,98.0,4
596,2.040624,100.493599,79.0,15
597,2.036724,100.52131700000001,97.0,4
598,2.033377,100.43596600000001,62.0,12
599,2.029497,100.463799,79.0,15
600,2.0217560000000003,100.51931,98.0,4
601,2.014477,100.461678,95.0,15
602,2.010621,100.48957800000001,85.0,15
603,2.006793,100.51726500000001,100.0,7
604,2.0030099999999997,100.544632,64.0,12
605,1.999448,100.459625,81.0,15
606,2.027407,100.484314,68.0,12
607,2.019302,100.53942099999999,91.0,15
608,1.9904110000000002,100.422371,40.0,5
609,1.9863939999999998,100.45039399999999,87.0,15
610,1.544772,101.51741,63.0,12
611,1.14123,101.04798100000001,57.0,10
612,1.1088879999999999,101.037796,68.0,10
613,-0.8934547901150001,102.345909119,71.0,16
614,-0.8973397016529999,102.319061279,48.0,16
615,-0.589796185493,102.66027832,25.0,1
616,0.04191343858840002,103.027015686,57.0,14
617,0.104409605265,102.833618164,64.0,14
618,0.0964275375009,102.67632293700001,35.0,1
619,0.251151651144,102.908462524,42.0,14
620,0.47985303401900004,102.172271729,55.0,14
621,0.8307314515109999,102.182762146,35.0,18
622,1.9714338779400002,109.56909942600001,69.0,19
623,1.0951212644600001,101.014091492,31.0,18
624,1.3226481676100001,102.017234802,31.0,5
625,1.9838577508900002,100.422775269,68.0,12
626,2.01674866676,100.52935791,66.0,12
627,2.01143693924,100.49327087399999,84.0,15
628,2.00607299805,100.456832886,69.0,12
629,2.0050778388999997,100.523574829,94.0,15
630,1.9938365221,100.45114898700001,75.0,15
631,2.02176690102,100.5210495,80.0,15
632,2.01621317863,100.48496246299999,57.0,12
633,2.01060700417,100.448539734,65.0,12
634,2.04389548302,100.55416870100001,67.0,12
635,2.26512217522,100.360771179,33.0,5
636,-0.0370787,103.1,72.0,8
637,0.24684099999999998,102.925,100.0,7
638,0.24494499999999997,102.913,79.0,8
639,0.25710500000000003,102.92299999999999,95.0,8
640,1.9867400000000002,100.441,51.0,12
641,2.0136,100.53200000000001,80.0,15
642,2.01225,100.524,99.0,4
643,2.0108900000000003,100.515,100.0,7
644,2.00953,100.507,100.0,7
645,2.00815,100.49799999999999,94.0,15
646,2.00127,100.456,79.0,15
647,2.0436799999999997,100.569,95.0,15
648,2.03431,100.512,74.0,15
649,2.18071,100.397,54.0,12
650,2.28152,100.36399999999999,47.0,12
651,2.36123,100.334,45.0,5
652,2.42758,100.306,94.0,15
653,-0.89113,102.348,81.0,16
654,-0.8921819999999999,102.34100000000001,46.0,16
655,2.3864,100.32600000000001,44.0,5
656,2.37965,100.325,4.0,5
657,-0.57931,102.662,56.0,2
658,2.36069,100.33,20.0,5
659,2.27869,100.368,100.0,7
660,2.27307,100.36,30.0,5
661,2.19493,100.861,100.0,7
662,2.18718,100.867,85.0,15
663,2.1391400000000003,100.874,86.0,15
664,2.11456,100.43,68.0,12
665,2.08434,100.447,52.0,12
666,2.081,100.469,93.0,15
667,2.0798900000000002,100.476,30.0,5
668,2.07213,100.525,100.0,7
669,2.07985,100.432,85.0,15
670,2.0787299999999997,100.439,100.0,7
671,2.07762,100.446,100.0,7
672,2.07651,100.454,79.0,15
