Tahun,count,cluster
201403,1,6
201404,2,6
201405,4,6
201406,20,6
201407,14,6
201408,2,6
201409,7,6
201501,1,6
201502,4,6
201503,2,6
201504,5,6
201505,4,6
201506,9,6
201507,21,6
201601,3,6
201602,1,6
201604,1,6
201607,2,6
201608,1,6
