Tahun,count,cluster
201401,11,3
201402,59,3
201403,20,3
201404,11,3
201405,12,3
201406,8,3
201407,21,3
201408,23,3
201409,13,3
201410,3,3
201501,4,3
201502,22,3
201503,23,3
201504,16,3
201505,21,3
201506,15,3
201507,27,3
201602,20,3
201603,6,3
201604,2,3
201606,1,3
201607,1,3
201608,1,3
201610,6,3
201808,2,3
