Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
-8.473174,140.662003,2014-08-04,04:28:00,25,aqua,Sota , Merauke , Papua 
-8.295242,140.951569,2014-08-04,04:28:00,58,aqua,Sota , Merauke , Papua 
-8.148636,140.778015,2014-08-04,04:28:00,35,aqua,Jagebob , Merauke , Papua 
-8.325538,138.185989,2014-08-04,04:28:00,58,aqua,Waan , Merauke , Papua 
-8.326868,138.176773,2014-08-04,04:28:00,48,aqua,Waan , Merauke , Papua 
-7.854604,140.498871,2014-08-04,04:28:00,69,aqua,Animha , Merauke , Papua 
-7.965299,139.695038,2014-08-04,04:28:00,60,aqua,Animha , Merauke , Papua 
-7.77635,140.540573,2014-08-04,04:28:00,61,aqua,Tanahmiring , Merauke , Papua 
-7.985935,139.12616,2014-08-04,04:28:00,49,aqua,Tanahmiring , Merauke , Papua 
-8.122826,138.058899,2014-08-04,04:28:00,77,aqua,Waan , Merauke , Papua 
-7.534349,140.388336,2014-08-04,04:28:00,63,aqua,Muting , Merauke , Papua 
-7.523116,140.255859,2014-08-04,04:28:00,60,aqua,Muting , Merauke , Papua 
-7.524845,140.244354,2014-08-04,04:28:00,72,aqua,Muting , Merauke , Papua 
-7.488918,140.345444,2014-08-04,04:28:00,83,aqua,Muting , Merauke , Papua 
-7.792868,138.05101,2014-08-04,04:28:00,65,aqua,Waan , Merauke , Papua 
-7.456722,140.286255,2014-08-04,04:28:00,83,aqua,Muting , Merauke , Papua 
-7.444895,140.296326,2014-08-04,04:28:00,88,aqua,Muting , Merauke , Papua 
-7.388493,140.395309,2014-08-04,04:28:00,39,aqua,Muting , Merauke , Papua 
-7.326779,140.477158,2014-08-04,04:28:00,78,aqua,Muting , Merauke , Papua 
-7.316537,140.475555,2014-08-04,04:28:00,71,aqua,Muting , Merauke , Papua 
-7.385717,139.743958,2014-08-04,04:28:00,86,aqua,Muting , Merauke , Papua 
