Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
1.341655,102.449142,2015-11-02,03:17:00,35,terra,Bengkalis , Kab. Bengkalis , Riau 
1.330315,102.447548,2015-11-02,03:17:00,44,terra,Bengkalis , Kab. Bengkalis , Riau 
-0.924767,102.853233,2015-11-02,15:37:00,45,terra,Keritang , Kab. Indragiri Hilir , Riau 
-0.338763,102.641411,2015-11-02,15:37:00,33,terra,Rengat , Kab. Indragiri Hulu , Riau 
-0.329674,102.640091,2015-11-02,15:37:00,41,terra,Rengat , Kab. Indragiri Hulu , Riau 
0.672238,101.986794,2015-11-02,15:37:00,44,terra,Siak Sri Indrapura , Kab. Siak , Riau 
1.500214,101.633522,2015-11-03,04:01:00,50,terra,Bukit Batu , Kab. Bengkalis , Riau 
1.497779,101.649414,2015-11-03,04:01:00,44,terra,Bukit Batu , Kab. Bengkalis , Riau 
0.940022,101.936661,2015-11-03,04:01:00,19,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.068062,102.778221,2015-11-03,04:01:00,38,terra,Enok , Kab. Indragiri Hilir , Riau 
0.212439,101.039291,2015-11-03,04:01:00,67,terra,Salo , Kab. Kampar , Riau 
-0.290518,102.495064,2015-11-03,06:57:00,59,aqua,Rengat , Kab. Indragiri Hulu , Riau 
1.078549,102.918976,2015-11-03,06:57:00,36,aqua,Tebing Tinggi , Kab. Kepulauan Meranti , Riau 
1.394982,102.244179,2015-11-03,06:57:00,58,aqua,Merbau , Kab. Kepulauan Meranti , Riau 
0,102.645,2015-11-01,18:30:00,100,snpp,Rengat , Kab. Indragiri Hulu , Riau 
-0.342384,102.644,2015-11-01,18:30:00,78,snpp,Rengat , Kab. Indragiri Hulu , Riau 
-0.363871,102.648,2015-11-01,18:30:00,27,snpp,Rengat , Kab. Indragiri Hulu , Riau 
-0.364994,102.655,2015-11-01,18:30:00,100,snpp,Rengat , Kab. Indragiri Hulu , Riau 
-0.808083,102.676,2015-11-01,18:30:00,52,snpp,Keritang , Kab. Indragiri Hilir , Riau 
-0.930139,102.854,2015-11-01,18:30:00,100,snpp,Keritang , Kab. Indragiri Hilir , Riau 
-0.946348,102.75,2015-11-01,18:30:00,60,snpp,Keritang , Kab. Indragiri Hilir , Riau 
-0.929845,102.854424,2015-11-04,15:24:00,73,terra,Keritang , Kab. Indragiri Hilir , Riau 
1.458888,101.764549,2015-11-05,03:50:00,34,terra,Bukit Batu , Kab. Bengkalis , Riau 
1.200895,100.953964,2015-11-05,03:50:00,33,terra,Mandau , Kab. Bengkalis , Riau 
0.412915,102.953941,2015-11-05,03:50:00,47,terra,Kuala Kampar , Kab. Pelalawan , Riau 
-0.326825,102.792297,2015-11-05,03:50:00,27,terra,Tempuling , Kab. Indragiri Hilir , Riau 
-0.932157,102.850227,2015-11-05,06:42:00,73,aqua,Keritang , Kab. Indragiri Hilir , Riau 
-0.768747,102.450188,2015-11-05,06:42:00,47,aqua,Seberida , Kab. Indragiri Hulu , Riau 
0.12385,102.709663,2015-11-05,06:42:00,38,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
0.21672,102.852654,2015-11-05,06:42:00,49,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
0.516934,103.337402,2015-11-05,06:42:00,67,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
0,103.255,2015-11-05,06:14:00,65,snpp,Gaunganakserka , Kab. Indragiri Hilir , Riau 
0.788015,101.685883,2015-11-07,03:36:00,49,terra,Siak , Kab. Siak , Riau 
0.671568,101.601402,2015-11-07,03:36:00,41,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.133095,101.8787,2015-11-07,03:36:00,52,terra,Langgam , Kab. Pelalawan , Riau 
0.043424,101.612709,2015-11-07,03:36:00,63,terra,Langgam , Kab. Pelalawan , Riau 
-0.322921,103.155388,2015-11-07,03:36:00,33,terra,Tembilahan , Kab. Indragiri Hilir , Riau 
-0.234496,102.371178,2015-11-07,03:36:00,29,terra,Rengat , Kab. Indragiri Hulu , Riau 
-0.930406,102.858597,2015-11-07,06:29:00,40,aqua,Keritang , Kab. Indragiri Hilir , Riau 
-0.292194,101.872055,2015-11-07,06:29:00,48,aqua,Pangkalan Kuras , Kab. Pelalawan , Riau 
-0.293768,101.861168,2015-11-07,06:29:00,87,aqua,Pangkalan Kuras , Kab. Pelalawan , Riau 
-0.200182,102.081772,2015-11-07,06:29:00,59,aqua,Pangkalan Kuras , Kab. Pelalawan , Riau 
1.395869,102.027138,2015-11-09,03:23:00,58,terra,Bukit Batu , Kab. Bengkalis , Riau 
0.405281,102.027023,2015-11-09,03:23:00,30,terra,Bunut , Kab. Pelalawan , Riau 
1.074584,102.927376,2015-11-10,04:07:00,51,terra,Tebing Tinggi , Kab. Kepulauan Meranti , Riau 
1.075465,102.920692,2015-11-10,04:07:00,31,terra,Tebing Tinggi , Kab. Kepulauan Meranti , Riau 
0.988927,102.991646,2015-11-10,04:07:00,51,terra,Tebing Tinggi , Kab. Kepulauan Meranti , Riau 
