Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
1,125,2016-10-01,01:51:00,50,terra,undefined,undefined,undefined
-2.929499,132.307312,2016-10-01,01:51:00,28,terra,Fakfak , Fakfak , Papua Barat 
-3.709394,128.169769,2016-10-01,01:51:00,49,terra,Nusaniwe , Ambon , Maluku 
-7.820161,129.689865,2016-10-01,01:51:00,46,terra,Pp. Babar , Maluku Barat Daya , Maluku 
-8.220089,130.942352,2016-10-01,01:51:00,25,terra,Selaru , Maluku Tenggara Barat , Maluku 
-8.4023,123.615364,2016-10-01,01:51:00,57,terra,Lebatukan , Lembata , Nusa Tenggara Timur 
-8.49184,121.632751,2016-10-01,01:51:00,39,terra,Wewaria , Ende , Nusa Tenggara Timur 
-8.302503,118.209091,2016-10-01,01:51:00,21,terra,Sanggar , Bima , Nusa Tenggara Barat 
-8.462317,116.661995,2016-10-01,01:51:00,24,terra,Pringgabaya , Lombok Timur , Nusa Tenggara Barat 
-8.111885,117.999924,2016-10-01,01:55:00,35,terra,Tambora , Bima , Nusa Tenggara Barat 
4.430658,96.989525,2016-10-01,03:31:00,43,terra,Linge , Aceh Tengah , Aceh 
0.039093,109.31308,2016-10-01,03:31:00,70,terra,Siantan , Pontianak , Kalimantan Barat 
-0.110509,109.455338,2016-10-01,03:31:00,74,terra,Sungai Raya , Kubu Raya , Kalimantan Barat 
-0.177087,109.286827,2016-10-01,03:31:00,61,terra,Sungai Kakap , Kubu Raya , Kalimantan Barat 
-7.046295,106.748947,2016-10-01,03:31:00,61,terra,Jampang Tengah , Sukabumi , Jawa Barat 
-7,106,2016-10-01,03:35:00,61,terra,Jampang Tengah , Sukabumi , Jawa Barat 
-9.024141,124.924568,2016-10-01,04:45:00,74,aqua,Tasifeto Timur , Belu , Nusa Tenggara Timur 
-8.381583,123.171295,2016-10-01,04:45:00,14,aqua,Adonara Timur , Flores Timur , Nusa Tenggara Timur 
