Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
0.734297037125,102.089324951,2018-01-08,03:31:00,52,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.0431301183999,102.390022278,2018-01-15,03:38:00,14,terra,Kuala Kampar , Kab. Pelalawan , Riau 
-0.921369254589,101.901779175,2018-01-15,06:30:00,68,aqua,Kuatan Mudik , Kab. Kuantan Singingi , Riau 
-0.0909055247903,103.063278198,2018-01-15,06:30:00,64,aqua,Gaunganakserka , Kab. Indragiri Hilir , Riau 
-0.560276,101.44,2018-01-17,06:37:26,46,snpp,Gunung Toar , Kuantan Singingi , Riau 
-0.315432339907,102.712730408,2018-01-18,07:03:00,48,aqua,Tempuling , Kab. Indragiri Hilir , Riau 
-0.173045396805,102.980110168,2018-01-18,07:03:00,28,aqua,Gaunganakserka , Kab. Indragiri Hilir , Riau 
-0.179856419563,102.38494873,2018-01-18,07:03:00,31,aqua,Rengat , Kab. Indragiri Hulu , Riau 
0.577824,102.138,2018-01-18,06:18:30,65,snpp,Pelalawan , Pelalawan , Riau 
-0.862216591835,102.146652222,2018-01-20,06:50:00,54,aqua,Seberida , Kab. Indragiri Hulu , Riau 
0.732403874397,102.090904236,2018-01-22,03:45:00,22,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.316067427397,102.735626221,2018-01-22,03:45:00,45,terra,Kuala Kampar , Kab. Pelalawan , Riau 
0.314654499292,102.745315552,2018-01-22,03:45:00,42,terra,Kuala Kampar , Kab. Pelalawan , Riau 
0.301068842411,102.325660706,2018-01-22,03:45:00,47,terra,Kuala Kampar , Kab. Pelalawan , Riau 
1.35898387432,101.919273376,2018-01-22,06:36:00,34,aqua,Bukit Batu , Kab. Bengkalis , Riau 
1.52510213852,102.174880981,2018-01-22,06:36:00,37,aqua,Bintan , Kab. Bengkalis , Riau 
-0.937516450882,102.222145081,2018-01-29,06:48:00,88,aqua,Seberida , Kab. Indragiri Hulu , Riau 
-0.938802957535,102.213188171,2018-01-29,06:48:00,54,aqua,Seberida , Kab. Indragiri Hulu , Riau 
-0.762785,103.236,2018-01-29,06:10:55,70,snpp,Reteh , Indragiri Hilir , Riau 
-0.296644836664,103.654457092,2018-01-30,15:12:00,65,terra,Kuala Indragiri , Kab. Indragiri Hilir , Riau 
-0.0338695,103.076,2018-01-30,18:33:03,7,snpp,Gaung , Indragiri Hilir , Riau 
-0.0341222,102.991,2018-01-30,18:33:03,50,snpp,Gaung , Indragiri Hilir , Riau 
0.0930773988366,102.762023926,2018-01-31,03:37:00,17,terra,Enok , Kab. Indragiri Hilir , Riau 
-0.0332152284682,102.992881775,2018-01-31,03:37:00,70,terra,Gaunganakserka , Kab. Indragiri Hilir , Riau 
-0.0345441475511,103.001838684,2018-01-31,03:37:00,65,terra,Gaunganakserka , Kab. Indragiri Hilir , Riau 
0.318931221962,100.534492493,2018-01-31,03:37:00,80,terra,Tiga Belas Koto Kampar , Kab. Kampar , Riau 
-0.0689602419734,103.045967102,2018-01-31,03:37:00,53,terra,Gaunganakserka , Kab. Indragiri Hilir , Riau 
-0.297719568014,103.658912659,2018-01-31,03:37:00,55,terra,Kuala Indragiri , Kab. Indragiri Hilir , Riau 
-0.923936128616,102.263786316,2018-01-31,06:30:00,69,aqua,Seberida , Kab. Indragiri Hulu , Riau 
-0.850009918213,102.27973938,2018-01-31,06:30:00,75,aqua,Seberida , Kab. Indragiri Hulu , Riau 
-0.827648758888,102.297676086,2018-01-31,06:30:00,45,aqua,Seberida , Kab. Indragiri Hulu , Riau 
-0.693225204945,101.814689636,2018-01-31,06:30:00,69,aqua,Kuatan Hilir , Kab. Kuantan Singingi , Riau 
-0.300194561481,103.651855469,2018-01-31,06:30:00,52,aqua,Kuala Indragiri , Kab. Indragiri Hilir , Riau 
