Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
0.697569,102.724213,2015-12-02,03:30:00,32,terra,Sungai Apit , Siak , Riau 
0.692518,102.694977,2015-12-02,03:30:00,66,terra,Sungai Apit , Siak , Riau 
-0.670628,102.104828,2015-12-02,06:23:00,35,aqua,Pasir Penyu , Indragiri Hulu , Riau 
1,102.435959,2015-12-03,07:05:00,43,aqua,Merbau , Kepulauan Meranti , Riau 
1.512019,101.734207,2015-12-03,07:05:00,38,aqua,Bukit Batu , Bengkalis , Riau 
1.354414,102.445366,2015-12-05,04:04:00,51,terra,Bengkalis , Bengkalis , Riau 
1.341902,102.443527,2015-12-05,04:04:00,38,terra,Bengkalis , Bengkalis , Riau 
0.986392,102.988831,2015-12-05,04:04:00,57,terra,Tebing Tinggi , Kepulauan Meranti , Riau 
1,101.709183,2015-12-07,06:43:00,27,aqua,Siak , Siak , Riau 
-0.376091,102.544846,2015-12-09,03:37:00,38,terra,Rengat , Indragiri Hulur , Riau 
0,101.879189,2015-12-10,07:11:00,64,aqua,Pangkalan Kuras , Pelalawan , Riau 
1.344116,102.431282,2015-12-10,07:11:00,32,aqua,Bengkalis , Bengkalis , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
0.102984,101.373,2015-12-12,06:20:00,49,snpp,Kampar Kiri Hilir , Kampar , Riau 
1.39014,102.248,2015-12-12,06:20:00,59,snpp,Merbau , Kepulauan Meranti , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
0.102984,101.373,2015-12-12,06:20:00,49,snpp,Kampar Kiri Hilir , Kampar , Riau 
1.39014,102.248,2015-12-12,06:20:00,59,snpp,Merbau , Kepulauan Meranti , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
0.102984,101.373,2015-12-12,06:20:00,49,snpp,Kampar Kiri Hilir , Kampar , Riau 
1.39014,102.248,2015-12-12,06:20:00,59,snpp,Merbau , Kepulauan Meranti , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
0.102984,101.373,2015-12-12,06:20:00,49,snpp,Kampar Kiri Hilir , Kampar , Riau 
1.39014,102.248,2015-12-12,06:20:00,59,snpp,Merbau , Kepulauan Meranti , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
0.102984,101.373,2015-12-12,06:20:00,49,snpp,Kampar Kiri Hilir , Kampar , Riau 
1.39014,102.248,2015-12-12,06:20:00,59,snpp,Merbau , Kepulauan Meranti , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
0.102984,101.373,2015-12-12,06:20:00,49,snpp,Kampar Kiri Hilir , Kampar , Riau 
1.39014,102.248,2015-12-12,06:20:00,59,snpp,Merbau , Kepulauan Meranti , Riau 
-1,102.598,2015-12-11,06:39:00,51,snpp,Seberida , Indragiri Hulu , Riau 
0.102984,101.373,2015-12-12,06:20:00,49,snpp,Kampar Kiri Hilir , Kampar , Riau 
1.39014,102.248,2015-12-12,06:20:00,59,snpp,Merbau , Kepulauan Meranti , Riau 
-0.946363,101.723,2015-12-22,06:32:00,67,snpp,Kuatan Mudik , Kuantan Singingi , Riau 
-0.209346,101.828,2015-12-22,06:32:00,34,snpp,Pangkalan Kuras , Pelalawan , Riau 
-0.180236,101.883,2015-12-22,06:32:00,42,snpp,Pangkalan Kuras , Pelalawan , Riau 
-0.164015,101.642,2015-12-22,06:32:00,68,snpp,Langgam , Pelalawan , Riau 
1.87884,100.389,2015-12-22,06:32:00,69,snpp,Bagan Sinembah , Rokan Hilir , Riau 
1.87847,100.389,2015-12-22,06:32:00,67,snpp,Bagan Sinembah , Rokan Hilir , Riau 
-0.946363,101.723,2015-12-22,06:32:00,67,snpp,Kuatan Mudik , Kuantan Singingi , Riau 
-0.209346,101.828,2015-12-22,06:32:00,34,snpp,Pangkalan Kuras , Pelalawan , Riau 
