Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
1.8334363699,101.69127655,2019-02-01,03:48:00,48,terra,Rupat , Kab. Bengkalis , Riau 
1.67178809643,101.476272583,2019-02-01,03:48:00,32,terra,Bukit Kapur , Kota Dumai , Riau 
1.64962244034,101.388465881,2019-02-01,03:48:00,77,terra,Dumai Timur , Kota Dumai , Riau 
0.38407433033,101.85874939,2019-02-01,03:48:00,51,terra,Langgam , Kab. Pelalawan , Riau 
0.725334107876,102.864334106,2019-02-01,06:43:00,32,aqua,Sungai Apit , Kab. Siak , Riau 
0.723984241486,102.854896545,2019-02-01,06:43:00,75,aqua,Sungai Apit , Kab. Siak , Riau 
1.29089891911,101.543136597,2019-02-01,06:43:00,63,aqua,Pinggir , Kab. Bengkalis , Riau 
1.61501538754,101.42641449,2019-02-01,06:43:00,35,aqua,Dumai Timur , Kota Dumai , Riau 
1.66747021675,101.473472595,2019-02-01,06:43:00,42,aqua,Bukit Kapur , Kota Dumai , Riau 
1.65924584866,100.579063416,2019-02-01,06:43:00,24,aqua,Bagan Sinembah , Kab. Rokan Hilir , Riau 
1.82807505131,101.693626404,2019-02-01,06:43:00,78,aqua,Rupat , Kab. Bengkalis , Riau 
1.83706045151,101.692337036,2019-02-01,06:43:00,55,aqua,Rupat , Kab. Bengkalis , Riau 
1.83577942848,101.683364868,2019-02-01,06:43:00,63,aqua,Rupat , Kab. Bengkalis , Riau 
1.85631477833,101.698730469,2019-02-01,06:43:00,82,aqua,Rupat , Kab. Bengkalis , Riau 
1.906556,101.465828,2019-02-01,06:41:00,72,aqua,Rupat , Kab. Bengkalis , Riau 
1.15548,102.288,2019-02-01,06:12:00,48,snpp,Merbau , Kab. Kepulauan Meranti , Riau 
1.6295,101.429,2019-02-01,06:12:00,33,snpp,Dumai Timur , Kota Dumai , Riau 
1.67272,101.475,2019-02-01,06:12:00,59,snpp,Bukit Kapur , Kota Dumai , Riau 
1.83262,101.693,2019-02-01,06:12:00,55,snpp,Rupat , Kab. Bengkalis , Riau 
1.8551722765,101.698387146,2019-02-02,15:12:00,18,terra,Rupat , Kab. Bengkalis , Riau 
1.859943,101.705673,2019-02-03,03:37:00,87,terra,Rupat , Kab. Bengkalis , Riau 
1.834004,101.692604,2019-02-03,03:37:00,42,terra,Rupat , Kab. Bengkalis , Riau 
1.672181,101.477394,2019-02-03,03:37:00,43,terra,Bukit Kapur , Kota Dumai , Riau 
1.618283,101.526733,2019-02-03,03:37:00,50,terra,Bukit Kapur , Kota Dumai , Riau 
0.623985,103.209549,2019-02-03,03:37:00,51,terra,Kuala Kampar , Kab. Pelalawan , Riau 
-0.150635,102.77784,2019-02-03,03:37:00,40,terra,Gaunganakserka , Kab. Indragiri Hilir , Riau 
-0.40815615654,102.712081909,2019-02-03,06:28:00,52,aqua,Tempuling , Kab. Indragiri Hilir , Riau 
0.432158708572,102.991004944,2019-02-03,06:28:00,31,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
0.441390693188,102.989677429,2019-02-03,06:28:00,68,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
0.62168854475,103.217102051,2019-02-03,06:28:00,96,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
0.620362401009,103.20778656,2019-02-03,06:28:00,82,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
0.747165441513,102.425437927,2019-02-03,06:28:00,39,aqua,Sungai Apit , Kab. Siak , Riau 
0.692041039467,101.619285583,2019-02-03,06:28:00,37,aqua,Siak Sri Indrapura , Kab. Siak , Riau 
0.795220434666,102.259315491,2019-02-03,06:28:00,27,aqua,Sungai Apit , Kab. Siak , Riau 
0.968236088753,103.066390991,2019-02-03,06:28:00,28,aqua,Tebing Tinggi , Kab. Kepulauan Meranti , Riau 
1.32683360577,101.915740967,2019-02-03,06:28:00,19,aqua,Bukit Batu , Kab. Bengkalis , Riau 
1.61819338799,101.524223328,2019-02-03,06:28:00,48,aqua,Bukit Kapur , Kota Dumai , Riau 
1.82627093792,101.68901062,2019-02-03,06:28:00,84,aqua,Rupat , Kab. Bengkalis , Riau 
1.85837137699,101.705818176,2019-02-03,06:28:00,91,aqua,Rupat , Kab. Bengkalis , Riau 
1.85685706139,101.695297241,2019-02-03,06:28:00,75,aqua,Rupat , Kab. Bengkalis , Riau 
1.67128229141,101.466499329,2019-02-05,06:17:00,19,aqua,Bukit Kapur , Kota Dumai , Riau 
1.671304,101.475754,2019-02-05,18:45:00,64,aqua,Bukit Kapur , Kota Dumai , Riau 
1.30411839485,102.031036377,2019-02-06,04:07:00,54,terra,Bukit Batu , Kab. Bengkalis , Riau 
0.137000977993,102.815742493,2019-02-06,04:07:00,24,terra,Kuala Kampar , Kab. Pelalawan , Riau 
0.122214339674,102.813621521,2019-02-06,04:07:00,26,terra,Kuala Kampar , Kab. Pelalawan , Riau 
-0.397928506136,102.730117798,2019-02-06,04:07:00,56,terra,Tempuling , Kab. Indragiri Hilir , Riau 
1.380971,102.260582,2019-02-07,03:11:00,48,terra,Merbau , Kab. Kepulauan Meranti , Riau 
0.721804499626,102.851898193,2019-02-07,06:05:00,49,aqua,Sungai Apit , Kab. Siak , Riau 
0.729464,102.862,2019-02-07,05:59:28,27,snpp,Sungai Apit , Kab. Siak , Riau 
0.585636854172,103.198410034,2019-02-07,15:31:00,59,terra,Kuala Kampar , Kab. Pelalawan , Riau 
1.63897,101.261,2019-02-07,18:39:06,42,snpp,Tanah Putih , Kab. Rokan Hilir , Riau 
1.7936450243,101.496810913,2019-02-08,03:57:00,66,terra,Rupat , Kab. Bengkalis , Riau 
1.38134026527,102.257041931,2019-02-08,03:57:00,70,terra,Merbau , Kab. Kepulauan Meranti , Riau 
0.928536653519,101.888519287,2019-02-08,03:57:00,47,terra,Siak , Kab. Siak , Riau 
0.926646649837,101.901290894,2019-02-08,03:57:00,64,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.924753367901,101.914093018,2019-02-08,03:57:00,44,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.791879713535,102.266677856,2019-02-08,03:57:00,51,terra,Sungai Apit , Kab. Siak , Riau 
0.691362261772,101.631439209,2019-02-08,03:57:00,46,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.481006503105,102.203193665,2019-02-08,03:54:00,25,terra,Bunut , Kab. Pelalawan , Riau 
0.111038066447,103.443847656,2019-02-08,03:54:00,64,terra,Enok , Kab. Indragiri Hilir , Riau 
0.108464971185,103.460998535,2019-02-08,03:54:00,61,terra,Enok , Kab. Indragiri Hilir , Riau 
-0.179313659668,102.790840149,2019-02-08,03:54:00,38,terra,Gaunganakserka , Kab. Indragiri Hilir , Riau 
0.622716784477,103.204986572,2019-02-09,15:17:00,61,terra,Kuala Kampar , Kab. Pelalawan , Riau 
1.6445016861,101.258415222,2019-02-09,15:17:00,52,terra,Tanah Putih , Kab. Rokan Hilir , Riau 
1.70194077492,101.337997437,2019-02-09,15:17:00,60,terra,Dumai Barat , Kota Dumai , Riau 
1.70079863071,101.339729309,2019-02-10,03:45:00,68,terra,Dumai Barat , Kota Dumai , Riau 
0.86935955286,102.228912354,2019-02-10,03:45:00,45,terra,Sungai Apit , Kab. Siak , Riau 
0.690468072891,101.628463745,2019-02-10,03:45:00,54,terra,Siak Sri Indrapura , Kab. Siak , Riau 
