Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
-8.651029,125.856148,2014-04-01,04:58:00,29,aqua,undefined,undefined,undefined
-2.914202,129.291306,2014-04-01,04:58:00,68,aqua,undefined,undefined,undefined
-0.908351,123.164024,2014-04-01,04:58:00,54,aqua,Lamala , Banggai , Sulawesi Tengah 
-0.950148,122.795784,2014-04-01,04:58:00,26,aqua,Lamala , Banggai , Sulawesi Tengah 
0.205029,127.878098,2014-04-01,04:58:00,71,aqua,Lamala , Banggai , Sulawesi Tengah 
0.41169,124.222504,2014-04-01,04:58:00,53,aqua,Pinolosian Tengah , Bolaangmongondow Selatan , Sulawesi Utara 
0.809918,124.0849,2014-04-01,04:58:00,48,aqua,Lolak , Bolaangmongondow , Sulawesi Utara 
-1.372709,103.727684,2014-04-01,06:36:00,20,aqua,Taman Rajo , Muaro Jambi , Jambi 
-1.101922,102.918633,2014-04-01,06:36:00,40,aqua,Tungkalulu , Tanjung Jabung Barat , Jambi 
-0.451179,103.479202,2014-04-01,06:36:00,68,aqua,Kuala Indragiri , Indragiri Hilir , Riau 
0.923935,99.062553,2014-04-01,06:36:00,53,aqua,Muara Batang Gadis , Mandailing Natal , Sumatera Utara 
1.583176,101.228607,2014-04-01,06:36:00,48,aqua,Tanah Putih , Rokan Hilir , Riau 
-7,139.788239,2014-04-02,04:07:00,71,aqua,Edera , Mappi , Papua 
-6.879504,140.499054,2014-04-02,04:07:00,64,aqua,Ulilin , Merauke , Papua 
-6.880956,140.488388,2014-04-02,04:07:00,46,aqua,Ulilin , Merauke , Papua 
-8.145466,118.132187,2014-04-02,05:40:00,50,aqua,Tambora , Bima , Nusa Tenggara Barat 
-8.340515,112.945404,2014-04-02,05:40:00,49,aqua,Tambora , Bima , Nusa Tenggara Barat 
-8.282471,113.07428,2014-04-02,05:40:00,35,aqua,Tambora , Bima , Nusa Tenggara Barat 
-7.563127,112.607819,2014-04-02,05:40:00,63,aqua,Ngoro , Mojokerto , Jawa Timur 
-2.575729,121.385628,2014-04-02,05:40:00,18,aqua,Nuha , Luwu Timur , Sulawesi Selatan 
-1.467056,121.905518,2014-04-02,05:40:00,71,aqua,Mamosalato , Morowali Utara , Sulawesi Tengah 
-2.116613,113.455353,2014-04-02,05:40:00,35,aqua,Mamosalato , Morowali Utara , Sulawesi Tengah 
-2.101455,113.446487,2014-04-02,05:40:00,38,aqua,Mamosalato , Morowali Utara , Sulawesi Tengah 
0.179194,116.636864,2014-04-02,05:40:00,68,aqua,Muaraancalong , Kutai Timur , Kalimantan Timur 
-7.009022,107.741646,2014-04-03,06:23:00,61,aqua,Muaraancalong , Kutai Timur , Kalimantan Timur 
-4.229965,105.485809,2014-04-03,06:23:00,68,aqua,Muaraancalong , Kutai Timur , Kalimantan Timur 
-4.055607,105.35154,2014-04-03,06:23:00,57,aqua,Mesuji Timur , Mesuji , Lampung 
-3.092854,104.49675,2014-04-03,06:23:00,13,aqua,Gelumbang , Muara Enim , Sumatera Selatan 
-2.789243,105.458061,2014-04-03,06:23:00,54,aqua,Pampangan , Ogan Komering Ilir , Sumatera Selatan 
0.041102,103.701149,2014-04-03,06:23:00,63,aqua,Enok , Indragiri Hilir , Riau 
0.620693,103.251549,2014-04-03,06:23:00,41,aqua,Kuala Kampar , Pelalawan , Riau 
0.981423,104.607712,2014-04-03,06:23:00,74,aqua,Kuala Kampar , Pelalawan , Riau 
0.103685,116.165039,2014-04-04,05:28:00,41,aqua,Konahan , Kutai Kartanegara , Kalimantan Timur 
0.101842,116.152367,2014-04-04,05:28:00,59,aqua,Konahan , Kutai Kartanegara , Kalimantan Timur 
1.040928,120.821632,2014-04-04,05:28:00,49,aqua,Konahan , Kutai Kartanegara , Kalimantan Timur 
-2.915988,129.286896,2014-04-05,04:35:00,49,aqua,Konahan , Kutai Kartanegara , Kalimantan Timur 
-6.971816,107.61454,2014-04-05,06:11:00,23,aqua,Konahan , Kutai Kartanegara , Kalimantan Timur 
-2.416584,110.176743,2014-04-05,06:11:00,79,aqua,Konahan , Kutai Kartanegara , Kalimantan Timur 
-2.054178,110.200706,2014-04-05,06:11:00,54,aqua,Matan Hilir Selatan , Ketapang , Kalimantan Barat 
-2.032403,110.154366,2014-04-05,06:11:00,91,aqua,Matan Hilir Selatan , Ketapang , Kalimantan Barat 
-2.033681,110.145393,2014-04-05,06:11:00,62,aqua,Matan Hilir Selatan , Ketapang , Kalimantan Barat 
0.641958,117.435944,2014-04-06,05:16:00,30,aqua,Matan Hilir Selatan , Ketapang , Kalimantan Barat 
1.193592,117.107872,2014-04-06,05:16:00,78,aqua,Kombeng , Kutai Timur , Kalimantan Timur 
1.185875,117.054871,2014-04-06,05:16:00,71,aqua,Kombeng , Kutai Timur , Kalimantan Timur 
1.223458,117.116425,2014-04-06,05:16:00,58,aqua,Kombeng , Kutai Timur , Kalimantan Timur 
1.223672,116.68943,2014-04-06,05:16:00,28,aqua,Muarawahau , Kutai Timur , Kalimantan Timur 
1.990136,117.373421,2014-04-06,05:16:00,50,aqua,Muarawahau , Kutai Timur , Kalimantan Timur 
-4.061451,136.042435,2014-04-07,04:23:00,56,aqua,Muarawahau , Kutai Timur , Kalimantan Timur 
-4.005461,136.034592,2014-04-07,04:23:00,70,aqua,Muarawahau , Kutai Timur , Kalimantan Timur 
-4.006794,136.025055,2014-04-07,04:23:00,69,aqua,Muarawahau , Kutai Timur , Kalimantan Timur 
-8.950207,116.868019,2014-04-07,05:58:00,61,aqua,Muarawahau , Kutai Timur , Kalimantan Timur 
-8.379621,117.872086,2014-04-07,05:58:00,62,aqua,Muarawahau , Kutai Timur , Kalimantan Timur 
-8.327087,117.818489,2014-04-07,05:58:00,43,aqua,Muarawahau , Kutai Timur , Kalimantan Timur 
-8.184735,114.473984,2014-04-07,05:58:00,48,aqua,Gerokgak , Buleleng , Bali 
-7.697938,110.825531,2014-04-07,05:58:00,31,aqua,Sukoharjo , Sukoharjo , Jawa Tengah 
