Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
-8.162227,131.050842,2016-09-01,04:34:00,57,aqua,Selaru , Maluku Tenggara Barat , Maluku 
-8.164192,131.036316,2016-09-01,04:34:00,90,aqua,Selaru , Maluku Tenggara Barat , Maluku 
-2,121,2016-09-01,01:40:00,53,terra,Mori Atas , Morowali , Sulawesi Tengah 
-2.581764,121.381668,2016-09-01,01:40:00,60,terra,Nuha , Luwu Timur , Sulawesi Selatan 
-8.124285,131.053696,2016-09-01,01:40:00,70,terra,Selaru , Maluku Tenggara Barat , Maluku 
-8.270775,124.86837,2016-09-01,01:40:00,52,terra,Alor Timur , Alor , Nusa Tenggara Timur 
-9.694741,119.986687,2016-09-01,01:40:00,60,terra,Nggaha Ori Angu , Sumba Timur , Nusa Tenggara Timur 
0.58283,117.394066,2016-09-01,03:18:00,31,terra,Rantaupulung , Kutai Timur , Kalimantan Timur 
0.582582,117.387039,2016-09-01,03:18:00,30,terra,Rantaupulung , Kutai Timur , Kalimantan Timur 
0.538244,102.071228,2016-09-01,03:18:00,47,terra,Pelalawan , Pelalawan , Riau 
-2.594831,114.162071,2016-09-01,03:18:00,31,terra,Jabiren Raya , Pulang Pisau , Kalimantan Tengah 
-2.596866,114.155006,2016-09-01,03:18:00,22,terra,Jabiren Raya , Pulang Pisau , Kalimantan Tengah 
-3.235746,113.949036,2016-09-01,03:18:00,49,terra,Kahayan Kuala , Pulang Pisau , Kalimantan Tengah 
-4.361816,105.400185,2016-09-01,03:18:00,62,terra,Gedung Meneng , Tulangbawang , Lampung 
-4.601124,105.399216,2016-09-01,03:18:00,71,terra,Bandar Mataram , Lampung Tengah , Lampung 
-4.60246,105.408226,2016-09-01,03:18:00,33,terra,Bandar Mataram , Lampung Tengah , Lampung 
-4.610125,105.397919,2016-09-01,03:18:00,75,terra,Bandar Mataram , Lampung Tengah , Lampung 
-6.394142,107.338058,2016-09-01,03:18:00,26,terra,Ciampel , Karawang , Jawa Barat 
-7.039055,109.301636,2016-09-01,03:18:00,61,terra,Randudongkal , Pemalang , Jawa Tengah 
-7.035063,109.308662,2016-09-01,03:18:00,35,terra,Randudongkal , Pemalang , Jawa Tengah 
-6.957608,107.796196,2016-09-01,03:18:00,61,terra,Jatinangor , Sumedang , Jawa Barat 
-6.959071,107.80648,2016-09-01,03:18:00,30,terra,Cimanggung , Sumedang , Jawa Barat 
-6.865612,107.022812,2016-09-01,03:18:00,49,terra,Sukalarang , Sukabumi , Jawa Barat 
-6.970835,107.617798,2016-09-01,03:18:00,72,terra,Dayeuhkolot , Bandung , Jawa Barat 
-7.847698,114.285858,2016-09-01,06:10:00,34,aqua,Banyuputih , Situbondo , Jawa Timur 
-7.636888,111.821388,2016-09-01,06:10:00,85,aqua,Berbek , Nganjuk , Jawa Timur 
-7.627829,111.820053,2016-09-01,06:10:00,46,aqua,Bagor , Nganjuk , Jawa Timur 
-7.45773,110.952545,2016-09-01,06:10:00,53,aqua,Sidoharjo , Sragen , Jawa Tengah 
-6.975177,107.611412,2016-09-01,06:10:00,27,aqua,Dayeuhkolot , Bandung , Jawa Barat 
-6.934012,107.692856,2016-09-01,06:10:00,34,aqua,Cinambo , Bandung , Jawa Barat 
-3.140266,114.045784,2016-09-01,06:10:00,75,aqua,Kahayan Kuala , Pulang Pisau , Kalimantan Tengah 
-3.211273,113.30024,2016-09-01,06:10:00,65,aqua,Katingan Kuala , Katingan , Kalimantan Tengah 
-3.187502,112.473999,2016-09-01,06:10:00,66,aqua,Seruyan Hilir , Seruyan , Kalimantan Tengah 
-2.932938,113.097481,2016-09-01,06:10:00,77,aqua,Pulau Hanaut , Kotawaringin Timur , Kalimantan Tengah 
-2.579519,115.059669,2016-09-01,06:10:00,55,aqua,Daha Utara , Hulu Sungai Selatan , Kalimantan Selatan 
-3.118315,107.751381,2016-09-01,06:10:00,54,aqua,Membalong , Belitung , Kepulauan Bangka Belitung 
-2.998162,107.749512,2016-09-01,06:10:00,54,aqua,Membalong , Belitung , Kepulauan Bangka Belitung 
