Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
-6.902469,107.549347,2015-05-01,06:18:00,47,aqua,Cimahi Tengah , Kota Cimahi , Jawa Barat 
1.610025,101.570801,2015-05-01,06:18:00,52,aqua,Bukit Kapur , Kota Dumai , Riau 
2.768037,125.403419,2015-05-02,05:23:00,90,aqua,Siau Tengah , Kepulauan Siau Tagulandang Biaro , Sulawesi Utara 
2.769821,125.411186,2015-05-02,05:23:00,83,aqua,Siau Timur , Kepulauan Siau Tagulandang Biaro , Sulawesi Utara 
2.090304,117.524399,2015-05-02,05:23:00,74,aqua,Siau Timur , Kepulauan Siau Tagulandang Biaro , Sulawesi Utara 
2.147159,117.49704,2015-05-02,05:23:00,56,aqua,Siau Timur , Kepulauan Siau Tagulandang Biaro , Sulawesi Utara 
-0.321731,116.277435,2015-05-03,06:05:00,67,aqua,Penyinggahan , Kutai Barat , Kalimantan Timur 
-8.648391,125.853264,2015-05-04,05:11:00,62,aqua,Penyinggahan , Kutai Barat , Kalimantan Timur 
-2.316169,121.801086,2015-05-04,05:11:00,51,aqua,Bungku Barat , Morowali , Sulawesi Tengah 
0.95075,116.992653,2015-05-04,05:11:00,65,aqua,Muarawahau , Kutai Timur , Kalimantan Timur 
1.050433,117.043839,2015-05-04,05:11:00,55,aqua,Muarawahau , Kutai Timur , Kalimantan Timur 
3.918511,116.974632,2015-05-04,05:11:00,57,aqua,Sembakung , Nunukan , Kalimantan Utara 
-2,103.003822,2015-05-04,06:50:00,68,aqua,Pauh , Sarolangun , Jambi 
-1.295285,103.633743,2015-05-04,06:50:00,38,aqua,Muara Sabak , Tanjung Jabung Timur , Jambi 
-1.132108,102.429543,2015-05-04,06:50:00,35,aqua,Tebo Ilir , Tebo , Jambi 
0.34253,102.877769,2015-05-04,06:50:00,31,aqua,Tebo Ilir , Tebo , Jambi 
0.146556,101.518448,2015-05-04,06:50:00,67,aqua,Kampar Kiri Hilir , Kampar , Riau 
0.427225,102.97567,2015-05-04,06:50:00,35,aqua,Kampar Kiri Hilir , Kampar , Riau 
0.9978,102.165596,2015-05-04,06:50:00,24,aqua,Kampar Kiri Hilir , Kampar , Riau 
0.971496,101.702682,2015-05-04,06:50:00,31,aqua,Siak , Siak , Riau 
1.77958,101.491234,2015-05-04,06:50:00,75,aqua,Rupat , Bengkalis , Riau 
1.787572,101.480042,2015-05-04,06:50:00,50,aqua,Rupat , Bengkalis , Riau 
1.794152,101.459053,2015-05-04,06:50:00,71,aqua,Rupat , Bengkalis , Riau 
-7.626134,112.813095,2015-05-05,05:53:00,49,aqua,Rembang , Pasuruan , Jawa Timur 
-0.874817,111.52317,2015-05-05,05:53:00,57,aqua,Tanah Pinoh , Melawi , Kalimantan Barat 
0.452501,103.064934,2015-05-05,05:53:00,40,aqua,Tanah Pinoh , Melawi , Kalimantan Barat 
-3.486736,102.078789,2015-05-06,06:37:00,63,aqua,Lais , Bengkulu Utara , Bengkulu 
-2.499671,103.90152,2015-05-06,06:37:00,47,aqua,Keluang , Musi Banyuasin , Sumatera Selatan 
-2.499946,102.993683,2015-05-06,06:37:00,89,aqua,Nibung , Musi Rawas Utara , Sumatera Selatan 
-2.501222,102.984718,2015-05-06,06:37:00,79,aqua,Nibung , Musi Rawas Utara , Sumatera Selatan 
-2.530681,102.067566,2015-05-06,06:37:00,36,aqua,Jangkat , Merangin , Jambi 
-2.58222,101.184425,2015-05-06,06:37:00,59,aqua,Muko Muko Utara , Muko-muko , Bengkulu 
-2.369267,101.97419,2015-05-06,06:37:00,76,aqua,Muara Siau , Merangin , Jambi 
-2.394232,101.281509,2015-05-06,06:37:00,59,aqua,Muko Muko Utara , Muko-muko , Bengkulu 
-2.106464,102.529144,2015-05-06,06:37:00,39,aqua,Bangko , Merangin , Jambi 
-1.994325,101.438408,2015-05-06,06:37:00,47,aqua,Air Hangat , Kerinci , Jambi 
-1.995693,101.42878,2015-05-06,06:37:00,35,aqua,Air Hangat , Kerinci , Jambi 
-1.958184,100.98085,2015-05-06,06:37:00,63,aqua,Pancung Soal , Pesisir Selatan , Sumatera Barat 
-1.433022,101.636398,2015-05-06,06:37:00,97,aqua,Koto Baru , Dharmasraya , Sumatera Barat 
-1.434385,101.626884,2015-05-06,06:37:00,50,aqua,Koto Baru , Dharmasraya , Sumatera Barat 
-1.309149,101.79718,2015-05-06,06:37:00,58,aqua,Tanah Tumbuh , Bungo , Jambi 
-1.310496,101.787758,2015-05-06,06:37:00,42,aqua,Tanah Tumbuh , Bungo , Jambi 
-1.285574,101.764854,2015-05-06,06:37:00,52,aqua,Tanah Tumbuh , Bungo , Jambi 
-1.237436,101.847427,2015-05-06,06:37:00,64,aqua,Tanah Tumbuh , Bungo , Jambi 
-1.170654,101.789879,2015-05-06,06:37:00,71,aqua,Koto Baru , Dharmasraya , Sumatera Barat 
-0.913328,101.859818,2015-05-06,06:37:00,61,aqua,Kuatan Mudik , Kuantan Singingi , Riau 
-0.521549,100.939438,2015-05-06,06:37:00,67,aqua,Sumpur Kudus , Sijunjung , Sumatera Barat 
-0.183829,101.164787,2015-05-06,06:37:00,68,aqua,Kampar Kiri , Kampar , Riau 
0.156681,102.909081,2015-05-06,06:37:00,29,aqua,Kampar Kiri , Kampar , Riau 
-0.137032,100.716141,2015-05-06,06:37:00,54,aqua,Harau , Lima Puluh Koto , Sumatera Barat 
0.036387,101.483566,2015-05-06,06:37:00,79,aqua,Kampar Kiri Hilir , Kampar , Riau 
-0.076004,100.064201,2015-05-06,06:37:00,76,aqua,Kampar Kiri Hilir , Kampar , Riau 
0.297501,102.348793,2015-05-06,06:37:00,46,aqua,Kuala Kampar , Pelalawan , Riau 
0.363179,100.761284,2015-05-06,06:37:00,41,aqua,Tiga Belas Koto Kampar , Kampar , Riau 
0.735867,102.129822,2015-05-06,06:37:00,37,aqua,Siak Sri Indrapura , Siak , Riau 
0.774494,101.69043,2015-05-06,06:37:00,52,aqua,Siak Sri Indrapura , Siak , Riau 
0.460499,99.391251,2015-05-06,06:37:00,57,aqua,Ranto Baek , Mandailing Natal , Sumatera Utara 
0.897655,101.974442,2015-05-06,06:37:00,48,aqua,Siak Sri Indrapura , Siak , Riau 
1.138827,99.843948,2015-05-06,06:37:00,48,aqua,Sosa , Padang Lawas , Sumatera Utara 
1.137265,99.832932,2015-05-06,06:37:00,50,aqua,Sosa , Padang Lawas , Sumatera Utara 
1.1385,99.838409,2015-05-06,06:37:00,70,aqua,Sosa , Padang Lawas , Sumatera Utara 
1.294597,99.997864,2015-05-06,06:37:00,41,aqua,Huristak , Padang Lawas , Sumatera Utara 
1.48408,101.24498,2015-05-06,06:37:00,56,aqua,Tanah Putih , Rokan Hilir , Riau 
1.482731,101.235588,2015-05-06,06:37:00,58,aqua,Tanah Putih , Rokan Hilir , Riau 
1.309518,99.962769,2015-05-06,06:37:00,53,aqua,Huristak , Padang Lawas , Sumatera Utara 
1.307971,99.952003,2015-05-06,06:37:00,80,aqua,Huristak , Padang Lawas , Sumatera Utara 
1.526889,100.263878,2015-05-06,06:37:00,56,aqua,Simangabat , Padang Lawas Utara , Sumatera Utara 
3.781185,98.69352,2015-05-06,06:37:00,25,aqua,Simangabat , Padang Lawas Utara , Sumatera Utara 
4.426519,95.912987,2015-05-06,06:37:00,67,aqua,Teunom , Aceh Jaya , Aceh 
4.423728,95.894211,2015-05-06,06:37:00,85,aqua,Teunom , Aceh Jaya , Aceh 
4.426593,95.908173,2015-05-06,06:37:00,80,aqua,Teunom , Aceh Jaya , Aceh 
4.423659,95.889404,2015-05-06,06:37:00,81,aqua,Teunom , Aceh Jaya , Aceh 
4.599698,95.673546,2015-05-06,06:37:00,63,aqua,Kruengsabe , Aceh Jaya , Aceh 
-8.202308,119.070908,2015-05-07,05:41:00,58,aqua,Wera , Bima , Nusa Tenggara Barat 
-8.116304,112.920708,2015-05-07,05:41:00,89,aqua,Ampel Gading , Malang , Jawa Timur 
-8.122301,112.928703,2015-05-07,05:41:00,62,aqua,Pronojiwo , Lumajang , Jawa Timur 
0.17573,116.638611,2015-05-07,05:41:00,34,aqua,Muaraancalong , Kutai Timur , Kalimantan Timur 
