Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
0.296290636063,102.503356934,2018-06-01,03:33:00,57,terra,Kuala Kampar , Kab. Pelalawan , Riau 
0.847384333611,101.801490784,2018-06-03,03:20:00,40,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.0963414907455,102.680473328,2018-06-03,03:20:00,51,terra,Kuala Kampar , Kab. Pelalawan , Riau 
-0.118677049875,102.919998169,2018-06-03,06:11:00,31,aqua,Gaunganakserka , Kab. Indragiri Hilir , Riau 
0.105805635452,102.664611816,2018-06-03,06:11:00,50,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
0.333272486925,101.017982483,2018-06-03,06:11:00,51,aqua,Tapungkiri , Kab. Rokan Hulu , Riau 
0.717548906803,102.471817017,2018-06-03,06:11:00,47,aqua,Sungai Apit , Kab. Siak , Riau 
0.263887,100.637,2018-06-04,06:49:12,80,snpp,Xiii Koto Kampar , Kampar , Riau 
1.32974910736,102.025337219,2018-06-05,03:07:00,51,terra,Bukit Batu , Kab. Bengkalis , Riau 
0.157089516521,102.712158203,2018-06-05,05:59:00,43,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
0.151191532612,102.741638184,2018-06-05,05:59:00,33,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
1.46178269386,101.811447144,2018-06-05,05:59:00,17,aqua,Bukit Batu , Kab. Bengkalis , Riau 
0.758003,101.686,2018-06-05,06:30:17,72,snpp,Tualang , Siak , Riau 
1.02246,101.429,2018-06-05,06:30:17,77,snpp,Pinggir , Bengkalis , Riau 
1.04661,100.459,2018-06-05,06:30:17,29,snpp,Kepenuhan Hulu , Rokan Hulu , Riau 
1.64895,100.959,2018-06-05,06:30:17,67,snpp,Tanah Putih , Rokan Hilir , Riau 
1.68533527851,101.076675415,2018-06-05,15:26:00,79,terra,Tanah Putih , Kab. Rokan Hilir , Riau 
1.68961369991,101.077018738,2018-06-05,18:25:00,60,aqua,Tanah Putih , Kab. Rokan Hilir , Riau 
1.534317,101.293053,2018-06-06,03:49:00,70,terra,Tanah Putih , Kab. Rokan Hilir , Riau 
1.481647,101.219627,2018-06-06,03:49:00,72,terra,Tanah Putih , Kab. Rokan Hilir , Riau 
0.935419,101.894653,2018-06-06,03:49:00,55,terra,Siak , Kab. Siak , Riau 
0.933818,101.905296,2018-06-06,03:49:00,56,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.932215,101.915962,2018-06-06,03:49:00,46,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.913661,101.75573,2018-06-06,03:49:00,41,terra,Siak , Kab. Siak , Riau 
0.886772,101.54084,2018-06-06,03:49:00,34,terra,Siak , Kab. Siak , Riau 
0.844126,101.804314,2018-06-06,03:49:00,72,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.678911,102.870903,2018-06-06,03:49:00,61,terra,Kuala Kampar , Kab. Pelalawan , Riau 
0.852255,101.613731,2018-06-06,03:49:00,49,terra,Siak , Kab. Siak , Riau 
0.821914,101.62001,2018-06-06,03:49:00,63,terra,Siak , Kab. Siak , Riau 
0.964258,100.163315,2018-06-06,03:49:00,44,terra,Tembusan , Kab. Rokan Hulu , Riau 
0.569488,102.288193,2018-06-06,03:49:00,59,terra,Bunut , Kab. Pelalawan , Riau 
0.584128,102.118729,2018-06-06,03:49:00,61,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.582501,102.129807,2018-06-06,03:49:00,26,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.57924,102.152008,2018-06-06,03:49:00,58,terra,Bunut , Kab. Pelalawan , Riau 
0.510967,102.268257,2018-06-06,03:49:00,50,terra,Bunut , Kab. Pelalawan , Riau 
0.092079,101.508339,2018-06-06,03:49:00,14,terra,Kampar Kiri Hilir , Kab. Kampar , Riau 
