Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
0.891987,101.557686,2017-03-06,06:47:00,35,terra,Siak , Kab. Siak , Riau 
0.891987,101.557686,2017-03-06,06:47:00,35,aqua,Siak , Kab. Siak , Riau 
0.705808,102.11676,2017-03-08,03:45:00,47,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.57053,102.156845,2017-03-08,03:45:00,55,terra,Bunut , Kab. Pelalawan , Riau 
0.561477,102.011108,2017-03-08,06:34:00,45,aqua,Siak Sri Indrapura , Kab. Siak , Riau 
1.430018,100.553009,2017-03-08,06:34:00,49,aqua,Tanah Putih , Kab. Rokan Hilir , Riau 
0.757216,101.668,2017-03-09,06:24:31,26,snpp,Tualang , Siak , Riau 
1.837047,101.221512,2017-03-10,03:29:00,26,terra,Dumai Barat , Kota Dumai , Riau 
1.391728,102.247253,2017-03-10,03:29:00,51,terra,Merbau , Kab. Kepulauan Meranti , Riau 
1.35221,102.446,2017-03-10,06:05:35,18,snpp,Bantan , Bengkalis , Riau 
0.00578,102.023911,2017-03-10,06:22:00,51,aqua,Pangkalan Kuras , Kab. Pelalawan , Riau 
0.720383,102.295792,2017-03-10,06:22:00,38,aqua,Sungai Apit , Kab. Siak , Riau 
1.342665,102.448013,2017-03-10,06:22:00,48,aqua,Bengkalis , Kab. Bengkalis , Riau 
1.762743,101.134415,2017-03-13,04:00:00,36,terra,Tanah Putih , Kab. Rokan Hilir , Riau 
0.751483,101.668289,2017-03-13,04:00:00,62,terra,Siak Sri Indrapura , Kab. Siak , Riau 
0.52949,102.088669,2017-03-13,04:00:00,46,terra,Bunut , Kab. Pelalawan , Riau 
0.110271,102.712532,2017-03-13,04:00:00,46,terra,Kuala Kampar , Kab. Pelalawan , Riau 
0.107363,102.732628,2017-03-13,04:00:00,54,terra,Kuala Kampar , Kab. Pelalawan , Riau 
0.104447,102.752785,2017-03-13,04:00:00,35,terra,Kuala Kampar , Kab. Pelalawan , Riau 
0.042801,103.084206,2017-03-13,04:00:00,56,terra,Enok , Kab. Indragiri Hilir , Riau 
-0.320656,103.163788,2017-03-13,04:00:00,59,terra,Tembilahan , Kab. Indragiri Hilir , Riau 
0.63448,102.886597,2017-03-11,07:06:00,35,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
0.28144,102.342789,2017-03-13,06:53:00,54,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
0.457302,102.213112,2017-03-13,06:53:00,43,aqua,Bunut , Kab. Pelalawan , Riau 
1.387205,101.946625,2017-03-13,06:53:00,39,aqua,Bukit Batu , Kab. Bengkalis , Riau 
0.749752,102.424744,2017-03-15,03:48:00,20,terra,Sungai Apit , Kab. Siak , Riau 
0.670792,102.679222,2017-03-15,03:48:00,40,terra,Sungai Apit , Kab. Siak , Riau 
0.454034,102.217415,2017-03-15,03:48:00,63,terra,Bunut , Kab. Pelalawan , Riau 
-0.321277,103.157402,2017-03-15,03:48:00,54,terra,Tembilahan , Kab. Indragiri Hilir , Riau 
0.965892,101.884331,2017-03-15,06:45:00,28,aqua,Siak , Kab. Siak , Riau 
0.964611,101.875351,2017-03-15,06:45:00,36,aqua,Siak , Kab. Siak , Riau 
1.014778,101.770065,2017-03-15,06:45:00,42,aqua,Siak , Kab. Siak , Riau 
1.083629,101.0364,2017-03-15,06:45:00,33,aqua,Pinggir , Kab. Bengkalis , Riau 
1.340961,102.443962,2017-03-15,06:45:00,41,aqua,Bengkalis , Kab. Bengkalis , Riau 
-0.839965,101.87442,2017-03-15,06:41:00,70,aqua,Peranap , Kab. Indragiri Hulu , Riau 
-0.742925,101.584885,2017-03-15,06:41:00,58,aqua,Kuatan Mudik , Kab. Kuantan Singingi , Riau 
-0.65231,101.835129,2017-03-15,06:41:00,58,aqua,Peranap , Kab. Indragiri Hulu , Riau 
-0.325318,103.15551,2017-03-15,06:41:00,70,aqua,Tembilahan , Kab. Indragiri Hilir , Riau 
0.456602,103.026215,2017-03-15,06:41:00,22,aqua,Kuala Kampar , Kab. Pelalawan , Riau 
0.561426,101.438675,2017-03-15,06:41:00,24,aqua,Rumbai , Kota Pekanbaru , Riau 
1.19324,100.948,2017-03-15,06:11:59,49,snpp,Kandis , Siak , Riau 
2.1975,101.033,2017-03-15,06:11:59,68,snpp,Sungai Sembilan , Dumai , Riau 
1.475291,101.838318,2017-03-17,06:29:00,41,aqua,Bukit Batu , Kab. Bengkalis , Riau 
0.969721,101.868729,2017-03-19,06:17:00,34,aqua,Siak , Kab. Siak , Riau 
1.408897,101.740433,2017-03-19,06:17:00,35,aqua,Bukit Batu , Kab. Bengkalis , Riau 
0.873508,101.799767,2017-03-19,03:23:00,34,terra,Siak Sri Indrapura , Kab. Siak , Riau 
1.756183,101.130112,2017-03-21,06:05:00,57,aqua,Tanah Putih , Kab. Rokan Hilir , Riau 
1.917436,101.521622,2017-03-23,02:59:00,51,terra,Rupat Utara , Kab. Bengkalis , Riau 
0.299236,102.683517,2017-03-23,02:59:00,16,terra,Kuala Kampar , Kab. Pelalawan , Riau 
